city,state,pop2017,pop.change,area.sq.mi,pop.density,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families,cost.of.living,crime,concerts,jan.avg,feb.avg,mar.avg,apr.avg,may.avg,jun.avg,jul.avg,aug.avg,sep.avg,oct.avg,nov.avg,dec.avg,jan.precip,feb.precip,mar.precip,apr.precip,may.precip,jun.precip,jul.precip,aug.precip,sep.precip,oct.precip,nov.precip,dec.precip,air.quality,weather.avg,precip.avg,results,weather.averages,precip.averages,rank.by.score
South Bend,Indiana,102245,0.0106,41.4,2457,43,56,0,33.2,0.9,0.44,0.51,82,6052,0,17,18,28,38,48,58,62,60,53,43,32,22,3.1,2.2,2.7,3.6,4.2,4.2,4.5,4.9,4,4.5,2.6,2.8,51,1.1283391258620106,0.03103729672371507,-2.044873387090345,39.916666666666664,3.6083333333333334,104
Durham,North Carolina,267743,0.1726,109.8,2395,29,36,29,33.3,0.9,0.46,0.48,95,4619,0,31,31,39,48,56,65,69,69,62,49,38,34,2.7,2.6,4.3,4.1,4.1,4.8,5.2,4.9,5.5,3.4,3.8,4.1,35,0.1200422005268239,0.2680076296810926,-2.044596713655794,49.25,4.125,105
Raleigh,North Carolina,464758,0.1507,145.1,3163,30,37,29,32.9,0.9,0.46,0.51,105,2909,4,31,31,39,48,56,65,69,69,62,49,38,34,2.7,2.6,4.3,4.1,4.1,4.8,5.2,4.9,5.5,3.4,3.8,4.1,43,0.1200422005268239,0.2680076296810926,-2.0137642118248604,49.25,4.125,106
Mesquite,Texas,143949,0.0295,47.2,3045,36,37,0,32.3,0.9,0.52,0.51,93,4072,12,36,39,48,55,62,71,73,73,66,55,47,38,5.2,4.8,3.6,3.9,8.5,6.3,4,4.1,2.2,4.6,3.4,7,54,-0.535267109208438,0.6051593796115663,-1.984424312892703,55.25,4.8,107
Fresno,California,527438,0.0663,114.4,4563,46,57,31,30.2,1,0.46,0.53,105,4406,2,38,42,46,49,56,62,69,67,62,54,45,38,2,1.7,1.6,1.4,0.3,0.2,0,0,0.1,0.4,0.9,2,80,-0.1464929738480795,-0.9161949041547285,-1.9742959522750878,52.333333333333336,0.8833333333333333,108
Fort Worth,Texas,874168,0.1794,342.9,2491,34,36,20,32,1,0.52,0.54,96,3776,0,36,40,49,55,64,73,75,75,68,56,48,36,2.4,2,4.7,3.5,3.9,5.1,3.3,2.1,3.5,2.9,2.9,1.6,54,-0.6662373060227073,-0.09659595147876855,-1.9222207973275873,56.25,3.158333333333333,109
Fort Wayne,Indiana,265904,0.0481,110.6,2391,29,40,22,34.9,0.9,0.52,0.47,87,3537,0,17,18,28,38,49,59,62,60,53,42,31,23,2.9,2.4,3.1,4,4.9,5.1,4.1,4.4,3.3,2.9,3.2,3.1,47,1.1178490619225625,0.07100505435405889,-1.8816748105434775,40,3.6166666666666667,110
Green Bay,Wisconsin,105116,0.0102,45.4,2316,41,47,28,34,1,0.48,0.5,87,2511,0,10,11,22,34,45,55,59,57,49,39,29,16,1.7,1,1.7,3.2,3.5,4,4.2,3.6,3.4,3.1,2.1,2.1,40,1.5948112406272,-0.30319585061900306,-1.8388346846450643,35.5,2.8,111
Fort Collins,Colorado,165080,0.1465,55.8,2943,36,77,29,29.3,1,0.45,0.47,110,2755,0,18,20,28,34,43,52,57,56,50,38,27,16,2.6,0.5,1.4,3.7,4.4,2.1,2.6,2.6,1.8,2.2,1.2,0.4,46,1.5380235961519908,-0.5430889745320948,-1.764091322803532,36.583333333333336,2.125,112
Des Moines,Iowa,217521,0.0693,88.9,2424,45,38,29,33.7,1,0.49,0.51,86,5083,5,14,17,30,41,51,62,66,64,56,43,31,18,0.9,1.2,2.2,4.9,4.9,6.5,4.2,5.1,3.7,3.2,1.8,2.1,41,0.9443814385656567,-0.08633000114978101,-1.7214797456958488,41.083333333333336,3.3916666666666666,113
Topeka,Kansas,126587,-0.007,61.5,2062,34,52,21,36.9,0.9,0.52,0.45,88,5742,0,19,22,34,44,53,65,68,66,57,44,33,22,1,1.5,2.6,4.2,5.6,5.5,4.4,5.2,4.4,3.3,1.6,1.8,36,0.6484049463040723,-0.07240202949124537,-1.6942555990199009,43.916666666666664,3.4250000000000003,114
Jersey City,New Jersey,270753,0.0935,14.8,17848,87,54,71,33.7,1,0.47,0.47,146,2316,1,24,25,32,43,53,63,69,67,60,49,38,31,3.8,3.3,3.9,4.1,4.5,5.5,4.4,4.8,3.2,5.1,3.3,5,53,0.4304347493205319,0.3346724487180182,-1.6558402296928043,46.166666666666664,4.241666666666666,115
Greensboro,North Carolina,290222,0.0762,128.3,2237,29,30,0,34.7,0.9,0.46,0.47,90,4288,2,29,30,38,47,56,65,69,68,61,49,37,33,3.1,2.4,3.5,3.7,3.7,4.5,4.1,4.6,4.3,3.7,3.7,3.8,38,0.19580612420418247,0.12536282943809354,-1.5759114873305515,48.5,3.7583333333333333,116
Mobile,Alabama,190265,-0.0248,139.4,1384,33,33,0,36.6,0.9,0.47,0.41,91,6194,1,42,44,51,59,65,73,74,75,71,60,49,46,4.5,4.6,5.1,5.2,5.3,5.5,6.3,7.3,3.9,4.3,3.3,6.3,31,-0.9354335193604496,0.7188823519772952,-1.5087870043250111,59.083333333333336,5.133333333333333,117
Norfolk,Virginia,244703,0.0078,53.3,4599,45,45,36,30.2,1.1,0.41,0.47,108,4305,6,35,36,43,52,61,70,74,73,68,58,46,40,3.1,2.5,3.5,3.5,4.2,4.9,4.8,6.1,5.7,5.5,3.3,3.5,39,-0.4871306564270673,0.2531102132367952,-1.4987588121315114,54.666666666666664,4.216666666666667,118
Aurora,Colorado,366623,0.1278,153.5,2356,43,53,39,34.1,1,0.51,0.51,106,3612,16,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,1.3145319783440919,0.04572756428663851,-1.4799684566554676,38.583333333333336,3.7333333333333334,119
Shreveport,Louisiana,192036,-0.0365,107.1,1820,32,36,0,35.1,0.9,0.46,0.44,88,6529,0,38,41,49,56,64,72,75,75,68,56,47,40,4.3,3.4,4.7,4.5,3.6,3.4,4,2.7,3,4.1,4.1,4.3,43,-0.7054669330748841,0.23499396885039123,-1.4553493371753738,56.75,3.841666666666667,120
West Palm Beach,Florida,110222,0.1031,55.1,1963,42,48,0,39.6,0.9,0.44,0.37,105,5647,0,57,57,61,66,71,74,76,77,75,71,65,62,2.6,2.5,3.3,3.9,5.7,8.1,6,9.4,7.5,6.3,2.8,3.9,29,-1.7906059127917262,0.5461961312045988,-1.4439908600898612,67.66666666666667,5.166666666666667,121
Norman,Oklahoma,122843,0.1074,178.8,683,30,55,0,30.3,1,0.46,0.44,94,2994,0,29,35,45,50,61,68,70,72,67,54,43,30,6.5,3.2,8.3,3.9,10.4,15.7,13.1,12.2,8.9,6,2.1,3.9,47,-0.20679515330021564,1.532625643511994,-1.2831701644023141,52,7.85,122
Irving,Texas,240373,0.1113,67,3557,43,39,31,32,1,0.53,0.54,96,2766,0,38,42,50,58,65,75,78,78,72,60,49,41,3,2.1,2.7,3.8,5.4,4.7,1.5,3,2.8,3.5,3.3,3,54,-0.9597021891394311,-0.06746484104788351,-1.24111989740109,58.833333333333336,3.2333333333333334,123
Evansville,Indiana,118930,0.0128,47.3,2526,42,42,0,36.6,0.9,0.48,0.45,83,5700,0,25,26,36,45,55,64,67,66,58,46,35,29,3.8,3.1,4.7,5.9,4.9,4.3,5.2,3.2,4.2,3.9,4.1,4.8,48,0.46087296152096097,0.40697862976072613,-1.230232188451826,46,4.341666666666667,124
Hampton,Virginia,134669,-0.0201,51.5,2629,33,40,27,35.6,0.9,0.48,0.41,100,3536,0,36,32,39,48,56,67,72,72,66,58,44,36,4.5,3.5,3.7,7.6,6.5,11.3,6.5,7.8,3.2,16.2,6.3,6.5,39,-0.20904472931328477,1.2641921052803007,-1.2254088581032425,52.166666666666664,6.966666666666667,125
San Diego,California,1419516,0.0858,325.2,4325,51,39,37,34.2,1,0.48,0.45,146,2210,13,49,51,54,56,60,62,66,67,66,61,55,49,1.7,1.8,1,0.6,0.4,0,0.2,0,0.2,0.5,0.9,2.2,61,-0.6879697244411961,-0.9625605588480479,-1.2242102618672166,58,0.7916666666666667,126
Salt Lake City,Utah,200544,0.0756,111.2,1742,57,70,44,31.8,1.1,0.46,0.47,105,8928,13,20,27,33,38,46,57,67,64,54,42,32,22,1.3,1.1,1.8,2.4,2,0.9,0.5,0.7,1.3,1.2,1.2,1.6,47,0.9273639578477363,-0.7815630375639562,-1.1859809703146522,41.833333333333336,1.3333333333333333,127
Elizabeth,New Jersey,130215,0.042,12.3,10459,81,54,43,33.3,1,0.41,0.53,118,4339,0,24,25,32,43,53,63,69,67,60,49,38,31,3.8,3.3,3.9,4.1,4.5,5.5,4.4,4.8,3.2,5.1,3.3,5,53,0.4304347493205319,0.3346724487180182,-1.149053370436995,46.166666666666664,4.241666666666666,128
Gresham,Oregon,111053,0.0517,23.3,4786,43,63,41,35.2,1,0.52,0.49,111,3645,12,36,38,40,42,48,53,56,56,52,46,42,35,4.7,3.2,5.2,3.6,2.8,2.1,0.5,0.4,1.6,4.5,6.5,5.1,38,0.7120887124468456,0.11274427709009767,-1.096504741575347,45.333333333333336,3.35,129
Abilene,Texas,121885,0.0412,106.7,1146,31,37,0,31.2,1.1,0.51,0.43,88,2847,0,32,36,44,52,60,69,72,72,64,53,42,33,1.1,1.3,1.9,2.2,3.6,3.2,2.5,3.1,2.8,2.6,1.3,1.2,33,-0.24231235556236752,-0.5027469498619616,-1.0728975391176458,52.416666666666664,2.2333333333333334,130
Odessa,Texas,116861,0.1693,45.2,2608,42,41,0,30.8,1,0.54,0.48,90,3409,1,35,37,44,49,60,68,70,70,66,55,42,33,1.1,1.6,4.6,4.7,10.4,2.6,3.2,10.9,6.3,12.5,3.8,2.2,30,-0.22178449286324767,0.5989565042982535,-1.0565412303980715,52.416666666666664,5.325,131
Garland,Texas,238002,0.049,57,4122,39,38,29,34.1,1,0.56,0.49,94,3349,12,37,41,47,55,62,71,74,74,69,58,47,40,6.3,4.5,6.1,8.2,8.7,9.1,9,8.4,9.7,13.3,7.5,7.9,54,-0.6465928558827623,1.786199244828264,-0.9940271900787939,56.25,8.225,132
West Valley City,Utah,136170,0.0517,35.5,3847,36,40,36,30.4,1,0.54,0.55,97,4819,13,20,27,33,38,46,57,67,64,54,42,32,22,1.3,1.1,1.8,2.4,2,0.9,0.5,0.7,1.3,1.2,1.2,1.6,47,0.9273639578477363,-0.7815630375639562,-0.9874520587885083,41.833333333333336,1.3333333333333333,133
Tulsa,Oklahoma,401800,0.0252,196.8,2048,40,44,23,34.9,1,0.5,0.47,93,6496,4,27,30,41,49,58,69,72,71,62,50,39,29,1.5,1.8,3.1,5.1,6.1,4.8,4.1,4.1,4.1,3.5,2.5,2.5,48,0.020768709104673808,0.038005741829918345,-0.9390765187055262,49.75,3.5999999999999996,134
Eugene,Oregon,168916,0.0815,44.1,3777,45,71,36,33.9,1,0.44,0.43,113,4116,1,33,34,37,38,43,47,51,51,47,42,37,32,4.9,4.3,5,2.6,2.2,1.2,0.4,0.3,1.2,3.6,6,6.7,36,1.21522036223607,0.10197878106269652,-0.9310812938205587,41,3.2,135
Chandler,Arizona,253458,0.0734,64.9,3813,35,53,24,35,1,0.56,0.51,106,2589,8,45,48,54,60,68,79,84,83,77,65,54,45,0.8,0.7,0.5,0.2,0.2,0,0.9,1.4,0.8,0.2,0.4,0.9,74,-1.1876593127639685,-1.1041610650376392,-0.9026428868948939,63.5,0.5833333333333334,136
Fargo,North Dakota,122359,0.1593,49.3,2450,44,46,25,30.5,1,0.46,0.49,97,3538,0,1,3,18,32,44,55,59,56,48,37,22,6,0.9,0.6,1,1.7,3.3,4.6,2.6,3,3.1,2.4,0.7,1.1,35,1.9436987297904071,-0.6070122486169479,-0.89879688415206,31.75,2.0833333333333335,137
Beaumont,Texas,119114,0.0069,82.1,1441,33,38,0,33.8,0.9,0.49,0.47,89,5399,0,42,46,52,58,65,73,74,74,70,59,50,45,4.2,3.1,4.2,4.2,4.7,4.9,8.6,7.6,6.8,5.3,4.1,4.9,44,-0.9168356951621818,0.6445818879361959,-0.8868154817301489,59,5.216666666666667,138
Santa Ana,California,334136,0.0296,27.1,12333,66,58,46,30.5,1,0.49,0.53,135,2579,4,48,49,52,54,59,62,66,66,65,60,54,48,2.3,1.9,0.9,0.6,0.3,0,0.1,0,0.2,0.5,0.7,2.4,85,-0.5749418387981052,-0.9473212544516024,-0.8344679938288614,56.916666666666664,0.825,139
Omaha,Nebraska,466893,0.1417,133.2,3356,45,40,0,34.2,1,0.51,0.48,89,4527,3,14,16,29,40,50,62,66,64,55,42,29,17,0.6,0.9,1.5,3.8,5.2,4.9,3.1,6.1,3.7,3,1,1.7,48,1.0230505343074312,-0.2694944113908162,-0.8161728433210451,40.333333333333336,2.9583333333333335,140
Kansas City,Kansas,152938,0.0491,124.8,1216,32,25,22,33.3,1,0.48,0.49,84,3214,0,23,26,38,48,57,68,72,70,62,49,38,27,0.7,1.3,2.2,3.9,5,5.6,4.7,5.1,4.3,3.5,1.5,1.2,58,0.1739028588038692,-0.15938917791132134,-0.7782855708619407,48.166666666666664,3.25,141
Palm Bay,Florida,111657,0.0821,65.7,1676,13,37,0,40.8,0.9,0.55,0.4,94,2409,3,52,53,58,63,68,73,75,75,74,69,61,57,3.2,3.2,3.4,3.4,4.6,7.8,7.6,7.2,8.3,6,2.8,2.7,35,-1.4995831347464053,0.49223660088383925,-0.7077714865619403,64.83333333333333,5.016666666666667,142
North Las Vegas,Nevada,242975,0.1199,98,2436,33,42,31,31.5,1,0.5,0.52,99,3401,0,38,43,49,55,64,71,79,77,68,57,48,37,6.1,3.9,1,0.6,0.2,0.5,1.7,2.7,3.4,8.6,1.8,2.9,54,-0.7441597552075089,-0.2669603258458355,-0.6496524360371445,57.166666666666664,2.783333333333333,143
Miramar,Florida,140328,0.1498,29.4,4709,30,42,24,35.9,0.9,0.48,0.51,112,1878,0,59,60,63,68,72,75,76,77,76,72,66,64,2.4,2.8,2.4,3.4,4.3,6.8,8.1,7.5,8.3,6.6,3.1,3,41,-1.9233067765414467,0.4239993595490525,-0.624820089495558,69,4.891666666666667,144
Las Cruces,New Mexico,101712,0.0419,76.9,1323,34,43,0,32.1,1,0.48,0.46,91,4725,0,31,34,40,47,54,66,69,67,61,50,38,32,0.4,0.1,0.1,0.1,0.3,0.2,1.9,1.5,1.4,0.5,0.3,0.5,51,0.15042893052362016,-1.1342770303715817,-0.6082757368197478,49.083333333333336,0.6083333333333333,145
Wilmington,North Carolina,119045,0.118,51.6,2278,34,48,20,35.4,0.9,0.45,0.41,105,4242,1,36,37,44,52,59,69,72,72,66,54,44,39,4.9,5.9,5.1,4.3,6.7,7.2,6.9,8.8,12.9,10.5,8.6,7,39,-0.35650203230324773,1.4791455543825809,-0.528881685114449,53.666666666666664,7.4,146
El Monte,California,116109,0.0232,9.6,12063,60,54,0,35.4,1,0.51,0.45,131,2812,16,46,48,51,54,58,62,66,66,65,59,52,45,2.3,1.7,1,0.5,0.3,0,0.1,0,0.2,0.4,0.6,2.5,74,-0.488074400719454,-0.9595446566355559,-0.4785623598593248,56,0.7999999999999999,147
Midland,Texas,136089,0.2244,74.4,1809,41,40,0,31.9,1,0.58,0.47,103,2198,1,34,38,46,55,62,71,73,73,66,56,44,36,0.6,0.3,0.3,0.6,1,0.6,1.2,0.6,1.7,0.4,0.2,0.3,30,-0.4686921376879672,-1.1076827151949589,-0.47041646550663063,54.5,0.65,148
Cape Coral,Florida,183365,0.1883,105.6,1703,17,37,0,45,0.9,0.59,0.37,98,1694,4,55,56,59,64,69,74,75,76,74,69,61,59,3,1.9,2.3,2.2,3.2,9.9,10.4,10.7,9.1,4,1.5,1.8,33,-1.6051185025139008,0.383709365338477,-0.4394991691619575,65.91666666666667,5,149
Montgomery,Alabama,199518,-0.0304,159.8,1252,27,32,16,35.1,0.9,0.46,0.46,88,5061,0,38,40,48,55,63,71,73,73,68,56,45,42,10.3,9,9.6,9.2,10.1,10.6,10.1,7.8,7.6,8.8,9.5,11.5,37,-0.6085967113475512,2.522900527335365,-0.267294887647517,56,9.508333333333333,150
San Angelo,Texas,100119,0.0742,59.9,1681,32,36,0,32.8,1,0.53,0.45,90,4690,0,32,36,44,52,60,69,71,71,64,52,42,34,1.1,1.2,1.8,1.8,4.1,2.4,1.3,2.9,3.3,2.1,0.8,1,30,-0.21543563297866677,-0.5969641604400449,-0.26278586435185614,52.25,1.9833333333333334,151
Lafayette,Louisiana,126848,0.0516,53.8,2372,42,45,0,34,1,0.45,0.45,95,5116,0,44,47,54,60,67,73,75,75,71,60,51,46,5.6,4.5,3.3,4.9,5.8,5.8,5.9,7.6,5.5,3.6,4.1,5.9,44,-1.0530821241944648,0.7096670085437623,-0.13396587220528666,60.25,5.208333333333333,152
Peoria,Illinois,112883,-0.0185,48.2,2371,39,40,0,34.1,0.9,0.47,0.47,93,4973,2,17,18,31,41,51,62,65,64,56,44,33,22,2.3,2.1,3.1,4.7,4.4,5.4,3.4,3.5,4.1,3.4,2.9,2.7,48,0.8665851986940688,0.012785549740583553,-0.12336857395824849,42,3.5,153
Lowell,Massachusetts,111346,0.0453,13.6,8129,64,44,37,32.9,1,0.42,0.47,124,2264,0,21,20,28,39,49,57,64,62,55,45,35,26,2.4,2.6,3.3,3.4,3.7,4.9,4,3.5,3.6,4.5,2.9,3.7,36,0.9353799056648232,0.03858550981904641,-0.1074563870012723,41.75,3.5416666666666665,154
Amarillo,Texas,199826,0.0479,101.4,1968,39,41,0,33.4,1,0.56,0.47,85,5127,0,23,25,34,41,50,62,65,64,57,44,33,24,0.8,0.7,1.2,1.4,2.7,2.4,3.5,4.2,2,1.7,0.7,0.7,40,0.7400962774561389,-0.6798920042127373,-0.08918768527849988,43.5,1.8333333333333333,155
Lakewood,Colorado,154958,0.0838,42.9,3599,43,56,38,38.1,1,0.51,0.4,113,5503,16,19,20,28,33,42,53,59,57,49,37,28,18,0.5,0.5,0.9,2,2.3,2,2.3,2.1,1.7,1.3,0.4,0.5,54,1.5002584102140706,-0.8375550988848376,-0.07434503082854813,36.916666666666664,1.375,156
Chattanooga,Tennessee,179139,0.0684,143.1,1241,29,30,26,37,0.9,0.46,0.42,91,7052,0,31,32,41,49,57,66,70,70,63,50,38,35,5,3.9,4.8,6,3.7,3.4,5.5,4.2,4.5,4.3,4.5,6.5,44,0.014858967461969894,0.5738499594388546,-0.07384050683482259,50.166666666666664,4.691666666666666,157
Fort Lauderdale,Florida,180072,0.0879,34.6,5166,59,56,39,42,1.1,0.43,0.37,114,6121,2,60,60,64,69,72,75,77,77,76,73,66,64,1.9,1.8,3.4,3.2,4.2,5.9,6.2,6.9,8.2,4.9,3.8,2.8,41,-1.969701081570367,0.2758047704857342,-0.05737228969261968,69.41666666666667,4.433333333333334,158
Killeen,Texas,145482,0.1373,53.5,2680,28,34,0,28.1,1,0.57,0.57,87,3582,0,40,44,51,59,65,73,76,76,70,60,50,42,3.1,1.6,5,3.3,5.5,2.9,1.9,1.5,3.6,4.3,1.4,1.8,36,-0.9280637108014758,-0.16191044236457208,0.07163871485834,58.833333333333336,2.9916666666666667,159
Waterbury,Connecticut,108629,-0.0157,28.5,3799,48,25,0,34.7,0.9,0.42,0.47,102,4336,16,21,21,29,39,49,57,63,61,55,44,35,27,3.9,4.4,7.7,9.6,9,12.4,9.8,7.9,6.6,10.7,4.9,3.7,49,0.9475114495692866,1.531134941722298,0.08356590897093166,41.75,7.55,160
Pembroke Pines,Florida,170712,0.1084,33,5109,32,41,24,39.9,0.9,0.56,0.45,112,2367,1,59,60,63,68,72,75,76,77,76,72,66,64,2.4,2.8,2.4,3.4,4.3,6.8,8.1,7.5,8.3,6.6,3.1,3,41,-1.9233067765414467,0.4239993595490525,0.19140763895332097,69,4.891666666666667,161
Spokane,Washington,217108,0.0392,68.7,3144,48,48,36,35.8,1,0.49,0.46,94,7858,1,25,28,32,36,43,50,57,55,47,39,32,25,2,1.4,2.4,1.3,1.2,2,0.5,0.4,0.6,1.7,2,2.4,39,1.3343375700629427,-0.7055771313564685,0.23014014212487244,39.083333333333336,1.4916666666666667,162
Rockford,Illinois,147051,-0.0381,63.5,2325,42,42,0,36,1,0.49,0.48,83,5156,0,14,15,27,37,47,58,62,61,53,42,30,18,1.7,1.6,2.7,4.3,3.4,5.1,4.9,5.3,2.8,2.9,2.4,2.5,31,1.240100146327964,-0.08398244869378398,0.2638092714929658,38.666666666666664,3.3,163
Wichita,Kansas,390591,0.0215,160.4,2431,35,43,20,34.4,1,0.53,0.47,91,6558,0,21,24,36,45,54,66,70,68,59,46,34,23,0.6,1.4,2.4,3.6,6,5.9,4.8,5.8,3.8,2.5,1.3,1.3,39,0.4698353033486524,-0.13712874476743647,0.284044615632118,45.5,3.283333333333333,164
Pompano Beach,Florida,110473,0.1064,24,4558,47,53,34,41.7,1.1,0.46,0.37,102,5663,0,63,59,64,65,72,74,77,78,76,75,67,63,2.4,2.1,7,2.8,5.5,13.8,5.4,4.4,7.5,16,10.6,2,41,-1.967544772606187,1.0613941552393091,0.3695851653524488,69.41666666666667,6.625,165
Long Beach,California,469450,0.0156,50.3,9347,70,61,51,34.2,1,0.44,0.49,140,3330,0,46,48,51,53,57,61,65,65,63,59,52,46,2.6,2.5,1,0.6,0.3,0,0.2,0,0.3,0.5,0.7,2.7,74,-0.41910332876675693,-0.8833077264222496,0.46781312700407585,55.5,0.9500000000000001,166
Coral Springs,Florida,133037,0.0986,23.8,5465,38,44,29,36.4,0.9,0.52,0.52,119,2172,0,60,60,64,69,72,75,77,77,76,73,66,64,1.9,1.8,3.4,3.2,4.2,5.9,6.2,6.9,8.2,4.9,3.8,2.8,41,-1.969701081570367,0.2758047704857342,0.4997011872456,69.41666666666667,4.433333333333334,167
Springfield,Illinois,114868,-0.0119,60.1,1925,34,44,0,38.6,0.9,0.49,0.44,91,5810,0,20,22,34,44,54,64,66,64,57,46,36,26,2.1,1.9,2.9,4.3,4.5,5.5,4.3,3.2,3.7,3.7,2.5,2.8,35,0.6177886261391522,-0.02089240692422207,0.49981157018478584,44.416666666666664,3.45,168
Westminster,Colorado,112812,0.0631,31.7,3592,37,51,32,36.3,1,0.57,0.46,106,3424,16,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,1.3145319783440919,0.04572756428663851,0.6166596060099174,38.583333333333336,3.7333333333333334,169
Worcester,Massachusetts,185677,0.0256,37.4,4933,56,36,35,34,1,0.42,0.45,118,2913,4,18,18,25,37,48,55,63,61,55,44,33,25,3.2,3.5,3.5,4.2,3.9,5.6,3.4,5.3,4.1,5.7,3.4,4.8,38,1.102301333578381,0.31224017680148325,0.660399369024347,40.166666666666664,4.216666666666667,170
Boulder,Colorado,107125,0.1,24.8,4358,58,86,50,28.7,1.1,0.36,0.44,142,3070,1,18,21,30,36,43,54,59,56,49,38,28,17,1.2,1.5,1.6,0.2,2.4,1.1,2.1,1.1,0.2,2.1,2.6,0.7,42,1.4445402783962802,-0.7745189284610906,0.7398444831218864,37.416666666666664,1.4000000000000001,171
San Bernardino,California,216995,0.0337,61.5,3516,42,40,37,28.9,1,0.42,0.53,107,5159,0,44,45,47,50,55,59,65,65,63,56,49,44,1.6,1.2,0.7,0.5,0.2,0,0.2,0.1,0.2,0.2,0.5,1.9,85,-0.21425452358594954,-1.053459861846306,0.7763861069214055,53.5,0.6083333333333333,172
Peoria,Arizona,168181,0.0916,175.7,934,29,43,14,39.2,0.9,0.58,0.45,107,2290,8,41,44,50,56,64,75,83,81,74,60,49,41,3.6,1.5,2.3,5.5,8.4,0.2,8.1,6.2,2.8,0.9,1.4,2.9,74,-0.8866786167807247,0.07756176398923549,0.8018665412480406,59.833333333333336,3.65,173
Sioux Falls,South Dakota,176888,0.1495,75.4,2312,37,42,17,34.3,1,0.54,0.48,93,3308,1,8,10,24,35,45,57,61,59,51,38,24,11,0.6,0.9,1.3,3,3.9,5.2,3.2,4.4,3.2,3.1,1,1.4,40,1.5857447004405008,-0.407234094556489,0.8029198281873036,35.25,2.6,174
Anchorage,Alaska,294356,0.0087,1706.6,175,32,0,21,32.8,1,0.52,0.48,130,6619,0,9,12,15,30,41,49,54,51,43,31,14,11,0.5,0.5,0.6,0.4,0.5,1.1,1.9,2.9,3.5,1.5,0.6,0.8,29,2.231766348757083,-0.9153507824850329,0.8362793563901377,30,1.2333333333333334,175
Gilbert,Arizona,242354,0.1626,68,3487,29,51,15,33.3,1,0.6,0.55,109,1471,8,45,48,54,60,68,79,84,83,77,65,54,45,0.8,0.7,0.5,0.2,0.2,0,0.9,1.4,0.8,0.2,0.4,0.9,74,-1.1876593127639685,-1.1041610650376392,0.88433572317942,63.5,0.5833333333333334,176
Greeley,Colorado,105448,0.1352,47.8,2176,40,49,0,30.7,1,0.51,0.49,95,2987,0,8,17,28,34,43,51,58,55,47,36,24,9,0.3,0.2,3.1,2.5,3,12.6,5,4.3,3.5,1.4,0.5,1,41,1.7628259335087193,-0.2612003808343061,0.8981534042538636,34.166666666666664,3.1166666666666667,177
Pueblo,Colorado,111127,0.0425,53.6,2058,38,46,0,37.3,1,0.49,0.44,86,7220,0,14,18,26,33,43,54,59,58,49,36,23,14,0.3,0.5,0.7,1.7,1.8,1,2.1,2.3,0.8,0.8,0.3,0.4,22,1.6112305012384067,-0.9438624133185977,0.9902616410858485,35.583333333333336,1.0583333333333333,178
Jurupa Valley,California,106028,0,42.9,2414,46,40,21,31.5,1,0.51,0.48,120,2795,16,44,45,47,50,55,59,65,65,63,56,49,44,1.6,1.2,0.7,0.5,0.2,0,0.2,0.1,0.2,0.2,0.5,1.9,85,-0.21425452358594954,-1.053459861846306,1.0292987331710641,53.5,0.6083333333333333,179
Rialto,California,103562,0.0443,22.3,4633,38,42,30,29.2,1,0.5,0.53,116,2003,16,43,47,48,50,55,58,65,65,60,57,50,43,11.6,9.6,2.1,4.1,4.8,0.1,0.2,2.3,2.1,4.3,7.7,3.3,85,-0.19729725053687605,0.5994060994054299,1.0386225116593715,53.416666666666664,4.35,180
Lewisville,Texas,106021,0.1126,36.7,2852,37,36,0,32.3,1,0.52,0.55,99,2273,12,39,42,51,58,66,75,77,78,71,60,50,40,7.1,2.6,7.1,9.9,11.4,5.8,2,1.4,0.5,14.4,8.2,6.1,54,-0.9631113800365638,1.2184083627237203,1.0770618160203758,58.916666666666664,6.375,181
Carrollton,Texas,135710,0.1395,36.3,3674,34,36,21,36.5,1,0.59,0.49,102,1874,12,39,42,51,58,66,75,77,78,71,60,50,40,7.1,2.6,7.1,9.9,11.4,5.8,2,1.4,0.5,14.4,8.2,6.1,54,-0.9631113800365638,1.2184083627237203,1.1336632818938386,58.916666666666664,6.375,182
Downey,California,113092,0.0118,12.4,9134,59,52,0,34,0.9,0.5,0.48,141,3175,16,46,48,51,53,57,61,65,65,63,59,52,46,2.6,2.5,1,0.6,0.3,0,0.2,0,0.3,0.5,0.7,2.7,74,-0.41910332876675693,-0.8833077264222496,1.160463504241269,55.5,0.9500000000000001,183
Moreno Valley,California,207226,0.0717,51.3,4006,30,35,29,30.1,0.9,0.49,0.51,117,3449,16,41,44,46,47,53,55,63,63,56,51,46,39,10,5.7,2.7,1.7,2.2,1.2,0,0.1,1,3.9,19.8,4.9,85,0.1448837577901156,0.6355185954453995,1.2587149926537748,50.333333333333336,4.433333333333334,184
